/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11673.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11673.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11674.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11674.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11675.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11675.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11676.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11676.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11677.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11677.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11678.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11678.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11679.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11679.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11680.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11680.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11681.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11681.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11682.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11682.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11683.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11683.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11684.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11684.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11685.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11685.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11686.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11686.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11687.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11687.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11688.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11688.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11689.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11689.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11690.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11690.nii
/media/lihuiyu/sda4/LITS/TumorPatches/ct/volume-11691.nii,/media/lihuiyu/sda4/LITS/TumorPatches/seg/segmentation-11691.nii
