/media/lihuiyu/LITS/Preprocessed3/ct/volume-2928.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2928.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2929.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2929.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2930.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2930.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2931.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2931.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2932.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2932.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2933.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2933.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2934.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2934.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2935.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2935.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2936.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2936.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2937.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2937.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2938.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2938.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2939.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2939.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2940.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2940.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2941.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2941.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2942.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2942.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2943.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2943.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2944.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2944.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2945.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2945.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2946.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2946.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2947.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2947.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2948.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2948.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2949.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2949.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2950.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2950.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2951.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2951.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2952.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2952.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2953.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2953.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2954.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2954.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2955.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2955.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2956.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2956.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2957.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2957.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2958.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2958.nii
/media/lihuiyu/LITS/Preprocessed3/ct/volume-2959.nii,/media/lihuiyu/LITS/Preprocessed3/seg/segmentation-2959.nii
